<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SPFB.GMKR-12.19,60,20191106,170000,182430.0000000,183333.0000000,182300.0000000,183333.0000000,192
SPFB.GMKR-12.19,60,20191106,180000,183399.0000000,184238.0000000,183390.0000000,183937.0000000,316
SPFB.GMKR-12.19,60,20191106,190000,183781.0000000,184229.0000000,183550.0000000,184229.0000000,109
SPFB.GMKR-12.19,60,20191106,200000,184234.0000000,184969.0000000,183586.0000000,184251.0000000,416
SPFB.GMKR-12.19,60,20191106,210000,184250.0000000,185429.0000000,184250.0000000,184566.0000000,187
SPFB.GMKR-12.19,60,20191106,220000,184768.0000000,186864.0000000,184768.0000000,185406.0000000,349
SPFB.GMKR-12.19,60,20191106,230000,185426.0000000,185510.0000000,185200.0000000,185498.0000000,58
SPFB.GMKR-12.19,60,20191107,000000,185485.0000000,185539.0000000,185120.0000000,185179.0000000,70
SPFB.GMKR-12.19,60,20191107,110000,185708.0000000,186510.0000000,184700.0000000,185987.0000000,802
SPFB.GMKR-12.19,60,20191107,120000,185964.0000000,186129.0000000,184666.0000000,185564.0000000,1030
SPFB.GMKR-12.19,60,20191107,130000,185720.0000000,187000.0000000,185720.0000000,186804.0000000,378
SPFB.GMKR-12.19,60,20191107,140000,186849.0000000,187400.0000000,186300.0000000,186607.0000000,457
SPFB.GMKR-12.19,60,20191107,150000,186530.0000000,187221.0000000,185130.0000000,185229.0000000,466
SPFB.GMKR-12.19,60,20191107,160000,185250.0000000,186199.0000000,185130.0000000,186019.0000000,170
SPFB.GMKR-12.19,60,20191107,170000,186166.0000000,186901.0000000,185979.0000000,186022.0000000,162
SPFB.GMKR-12.19,60,20191107,180000,186160.0000000,187080.0000000,186160.0000000,186733.0000000,176
SPFB.GMKR-12.19,60,20191107,190000,186869.0000000,187694.0000000,186615.0000000,187633.0000000,202
SPFB.GMKR-12.19,60,20191107,200000,187360.0000000,189299.0000000,187000.0000000,188371.0000000,164
SPFB.GMKR-12.19,60,20191107,210000,188693.0000000,189477.0000000,188097.0000000,188900.0000000,182
SPFB.GMKR-12.19,60,20191107,220000,188908.0000000,189250.0000000,188602.0000000,188830.0000000,63
SPFB.GMKR-12.19,60,20191107,230000,188800.0000000,188800.0000000,188600.0000000,188780.0000000,30
SPFB.GMKR-12.19,60,20191108,000000,188699.0000000,188701.0000000,188278.0000000,188301.0000000,26
SPFB.GMKR-12.19,60,20191108,110000,188245.0000000,188970.0000000,186885.0000000,187323.0000000,323
SPFB.GMKR-12.19,60,20191108,120000,187400.0000000,187423.0000000,185115.0000000,185115.0000000,499
SPFB.GMKR-12.19,60,20191108,130000,185233.0000000,186182.0000000,185000.0000000,186000.0000000,320
SPFB.GMKR-12.19,60,20191108,140000,186050.0000000,186128.0000000,185500.0000000,185788.0000000,189
SPFB.GMKR-12.19,60,20191108,150000,185627.0000000,186501.0000000,185500.0000000,186000.0000000,324
SPFB.GMKR-12.19,60,20191108,160000,186110.0000000,186239.0000000,185803.0000000,185980.0000000,118
SPFB.GMKR-12.19,60,20191108,170000,185966.0000000,186153.0000000,185226.0000000,185230.0000000,162
SPFB.GMKR-12.19,60,20191108,180000,185140.0000000,185504.0000000,184700.0000000,185242.0000000,526
SPFB.GMKR-12.19,60,20191108,190000,185212.0000000,186100.0000000,184662.0000000,186054.0000000,322
SPFB.GMKR-12.19,60,20191108,200000,186127.0000000,186150.0000000,185576.0000000,186150.0000000,29
SPFB.GMKR-12.19,60,20191108,210000,186150.0000000,188249.0000000,186085.0000000,187322.0000000,269
SPFB.GMKR-12.19,60,20191108,220000,187331.0000000,187400.0000000,187250.0000000,187400.0000000,31
SPFB.GMKR-12.19,60,20191108,230000,187300.0000000,187300.0000000,186776.0000000,186776.0000000,47
SPFB.GMKR-12.19,60,20191109,000000,186780.0000000,187300.0000000,186780.0000000,187140.0000000,26
SPFB.GMKR-12.19,60,20191111,110000,186570.0000000,187004.0000000,185500.0000000,186344.0000000,370
SPFB.GMKR-12.19,60,20191111,120000,186170.0000000,186170.0000000,184332.0000000,184505.0000000,392
SPFB.GMKR-12.19,60,20191111,130000,184505.0000000,184869.0000000,183445.0000000,183505.0000000,721
SPFB.GMKR-12.19,60,20191111,140000,183413.0000000,183607.0000000,182800.0000000,183226.0000000,352
SPFB.GMKR-12.19,60,20191111,150000,182921.0000000,183200.0000000,182060.0000000,182180.0000000,183
SPFB.GMKR-12.19,60,20191111,160000,182232.0000000,182305.0000000,180846.0000000,181540.0000000,372
SPFB.GMKR-12.19,60,20191111,170000,181457.0000000,181731.0000000,181140.0000000,181340.0000000,201
SPFB.GMKR-12.19,60,20191111,180000,181441.0000000,181856.0000000,181340.0000000,181360.0000000,105
SPFB.GMKR-12.19,60,20191111,190000,181420.0000000,183600.0000000,181380.0000000,181971.0000000,595
SPFB.GMKR-12.19,60,20191111,200000,181750.0000000,181750.0000000,180511.0000000,180929.0000000,159
SPFB.GMKR-12.19,60,20191111,210000,181000.0000000,181148.0000000,180930.0000000,181148.0000000,16
SPFB.GMKR-12.19,60,20191111,220000,181150.0000000,181300.0000000,181150.0000000,181168.0000000,10
SPFB.GMKR-12.19,60,20191111,230000,181299.0000000,181299.0000000,180996.0000000,180998.0000000,14
SPFB.GMKR-12.19,60,20191112,000000,180998.0000000,181078.0000000,180929.0000000,181078.0000000,12
SPFB.GMKR-12.19,60,20191112,110000,181130.0000000,181925.0000000,180550.0000000,181525.0000000,411
SPFB.GMKR-12.19,60,20191112,120000,181582.0000000,181588.0000000,176844.0000000,178364.0000000,1469
SPFB.GMKR-12.19,60,20191112,130000,178512.0000000,179344.0000000,177624.0000000,178439.0000000,396
SPFB.GMKR-12.19,60,20191112,140000,178474.0000000,179362.0000000,178474.0000000,178949.0000000,139
SPFB.GMKR-12.19,60,20191112,150000,178985.0000000,179500.0000000,178985.0000000,179300.0000000,91
SPFB.GMKR-12.19,60,20191112,160000,179276.0000000,179511.0000000,178416.0000000,178416.0000000,151
SPFB.GMKR-12.19,60,20191112,170000,178431.0000000,178510.0000000,177400.0000000,177653.0000000,303
SPFB.GMKR-12.19,60,20191112,180000,177559.0000000,177593.0000000,176563.0000000,176950.0000000,542
SPFB.GMKR-12.19,60,20191112,190000,176882.0000000,177270.0000000,176561.0000000,177270.0000000,143
SPFB.GMKR-12.19,60,20191112,200000,177264.0000000,177974.0000000,177256.0000000,177256.0000000,151
SPFB.GMKR-12.19,60,20191112,210000,177280.0000000,177490.0000000,177280.0000000,177490.0000000,2
SPFB.GMKR-12.19,60,20191112,220000,177386.0000000,177684.0000000,177386.0000000,177550.0000000,8
SPFB.GMKR-12.19,60,20191112,230000,177500.0000000,177550.0000000,177500.0000000,177530.0000000,5
SPFB.GMKR-12.19,60,20191113,000000,177510.0000000,177614.0000000,177400.0000000,177450.0000000,19
SPFB.GMKR-12.19,60,20191113,110000,177325.0000000,177325.0000000,175660.0000000,176690.0000000,387
SPFB.GMKR-12.19,60,20191113,120000,176690.0000000,176857.0000000,175352.0000000,175450.0000000,131
SPFB.GMKR-12.19,60,20191113,130000,175405.0000000,175454.0000000,174842.0000000,174902.0000000,676
SPFB.GMKR-12.19,60,20191113,140000,174850.0000000,175500.0000000,174850.0000000,174974.0000000,108
SPFB.GMKR-12.19,60,20191113,150000,175400.0000000,175643.0000000,175075.0000000,175590.0000000,186
SPFB.GMKR-12.19,60,20191113,160000,175651.0000000,176227.0000000,175610.0000000,175799.0000000,150
SPFB.GMKR-12.19,60,20191113,170000,175777.0000000,175777.0000000,174974.0000000,175386.0000000,267
SPFB.GMKR-12.19,60,20191113,180000,175350.0000000,175858.0000000,175260.0000000,175751.0000000,75
SPFB.GMKR-12.19,60,20191113,190000,175679.0000000,175720.0000000,175447.0000000,175551.0000000,67
SPFB.GMKR-12.19,60,20191113,200000,175198.0000000,175198.0000000,174363.0000000,174710.0000000,68
SPFB.GMKR-12.19,60,20191113,210000,174780.0000000,174860.0000000,174751.0000000,174800.0000000,14
SPFB.GMKR-12.19,60,20191113,220000,174820.0000000,175000.0000000,174761.0000000,174861.0000000,16
SPFB.GMKR-12.19,60,20191113,230000,174855.0000000,174855.0000000,174623.0000000,174623.0000000,16
SPFB.GMKR-12.19,60,20191114,000000,174700.0000000,174889.0000000,174700.0000000,174720.0000000,5
SPFB.GMKR-12.19,60,20191114,110000,174806.0000000,175327.0000000,174260.0000000,175167.0000000,327
SPFB.GMKR-12.19,60,20191114,120000,175167.0000000,176450.0000000,173500.0000000,176085.0000000,621
SPFB.GMKR-12.19,60,20191114,130000,176085.0000000,177011.0000000,176037.0000000,177011.0000000,305
SPFB.GMKR-12.19,60,20191114,140000,176999.0000000,178667.0000000,176909.0000000,177776.0000000,503
SPFB.GMKR-12.19,60,20191114,150000,177616.0000000,177936.0000000,176600.0000000,176720.0000000,336
SPFB.GMKR-12.19,60,20191114,160000,176630.0000000,176720.0000000,175822.0000000,175900.0000000,325
SPFB.GMKR-12.19,60,20191114,170000,175871.0000000,176220.0000000,175600.0000000,175700.0000000,146
SPFB.GMKR-12.19,60,20191114,180000,175640.0000000,175848.0000000,174862.0000000,175052.0000000,252
SPFB.GMKR-12.19,60,20191114,190000,175083.0000000,175400.0000000,174874.0000000,175360.0000000,107
SPFB.GMKR-12.19,60,20191114,200000,175312.0000000,175800.0000000,175109.0000000,175109.0000000,23
SPFB.GMKR-12.19,60,20191114,210000,175114.0000000,175433.0000000,175114.0000000,175433.0000000,2
SPFB.GMKR-12.19,60,20191114,220000,175218.0000000,175539.0000000,175218.0000000,175539.0000000,4
SPFB.GMKR-12.19,60,20191115,000000,175585.0000000,175586.0000000,175585.0000000,175586.0000000,2
SPFB.GMKR-12.19,60,20191115,110000,175687.0000000,177362.0000000,175687.0000000,176730.0000000,445
SPFB.GMKR-12.19,60,20191115,120000,176686.0000000,177401.0000000,175927.0000000,176791.0000000,283
SPFB.GMKR-12.19,60,20191115,130000,176916.0000000,177146.0000000,176182.0000000,177019.0000000,58
SPFB.GMKR-12.19,60,20191115,140000,176703.0000000,176900.0000000,176478.0000000,176529.0000000,17
SPFB.GMKR-12.19,60,20191115,150000,176238.0000000,176367.0000000,176100.0000000,176297.0000000,27
SPFB.GMKR-12.19,60,20191115,160000,176310.0000000,176310.0000000,175736.0000000,176000.0000000,116
SPFB.GMKR-12.19,60,20191115,170000,176092.0000000,176270.0000000,175803.0000000,176270.0000000,30
SPFB.GMKR-12.19,60,20191115,180000,176233.0000000,176662.0000000,176192.0000000,176301.0000000,156
SPFB.GMKR-12.19,60,20191115,190000,176650.0000000,178269.0000000,176648.0000000,178200.0000000,213
SPFB.GMKR-12.19,60,20191115,200000,178158.0000000,178196.0000000,177650.0000000,177897.0000000,55
SPFB.GMKR-12.19,60,20191115,210000,177996.0000000,177999.0000000,177825.0000000,177997.0000000,6
SPFB.GMKR-12.19,60,20191115,220000,177998.0000000,178099.0000000,177987.0000000,178099.0000000,11
SPFB.GMKR-12.19,60,20191115,230000,178000.0000000,178000.0000000,177799.0000000,177799.0000000,14
SPFB.GMKR-12.19,60,20191116,000000,177799.0000000,178098.0000000,177799.0000000,178000.0000000,17
SPFB.GMKR-12.19,60,20191118,110000,178097.0000000,178762.0000000,178093.0000000,178253.0000000,398
SPFB.GMKR-12.19,60,20191118,120000,178482.0000000,179280.0000000,177662.0000000,178017.0000000,462
SPFB.GMKR-12.19,60,20191118,130000,178050.0000000,178432.0000000,177970.0000000,178100.0000000,69
SPFB.GMKR-12.19,60,20191118,140000,178020.0000000,178020.0000000,174604.0000000,175200.0000000,939
